Universitas,Prodi,Rank,text
universitas islam negeri walisongo semarang,hukum pidana islam,999.0,hukum pidana islam
universitas islam negeri walisongo semarang,hukum keluarga islam,999.0,hukum keluarga islam
universitas islam negeri walisongo semarang,ilmu falak,999.0,ilmu falak
institut agama islam negeri metro,ekonomi syariah,999.0,ekonomi syariah
universitas almuslim,administrasi publik,999.0,administrasi publik
universitas muhammadiyah sumatera barat,agribisnis,999.0,agribisnis
universitas bung hatta,ilmu hukum,999.0,ilmu hukum
universitas hasyim asyari tebuireng jombang,hukum keluarga,999.0,hukum keluarga
universitas islam sultan agung,ilmu hukum,999.0,ilmu hukum
universitas muhammadiyah magelang,ilmu hukum,999.0,ilmu hukum
universitas dirgantara marsekal suryadarma,ilmu hukum,999.0,ilmu hukum
universitas achmad yani banjarmasin,ekonomi pembangunan,999.0,ekonomi pembangunan
universitas gadjah mada,pembangunan wilayah,2.0,pembangunan wilayah
institut teknologi dan sains nahdlatul ulama lampung,fisika,999.0,fisika
institut teknologi dan sains nahdlatul ulama lampung,matematika,999.0,matematika
institut parahikma indonesia,tadris bahasa inggris,999.0,tadris bahasa inggris
sekolah tinggi ilmu tarbiyah pagar alam,pendidikan islam anak usia dini,999.0,pendidikan islam anak usia dini
universitas royal,pendidikan biologi,999.0,pendidikan biologi
universitas royal,pendidikan matematika,999.0,pendidikan matematika
universitas sragen,pendidikan guru sekolah dasar,999.0,pendidikan guru sekolah dasar
sekolah tinggi agama katolik negeri pontianak,konseling pastoral,999.0,konseling pastoral
institut al fithrah surabaya,manajemen pendidikan islam,999.0,manajemen pendidikan islam
universitas pesantren kh abdul chalim pacet mojokerto,manajemen pendidikan islam,999.0,manajemen pendidikan islam
universitas negeri malang,pendidikan administrasi perkantoran,22.0,pendidikan administrasi perkantoran
universitas negeri malang,pendidikan kepelatihan olahraga,22.0,pendidikan kepelatihan olahraga
universitas maarif hasyim latif,mikrobiologi,999.0,mikrobiologi
universitas nahdlatul ulama purwokerto,matematika,999.0,matematika
universitas katolik parahyangan,administrasi bisnis,999.0,administrasi bisnis
universitas brawijaya,ekonomi islam,9.0,ekonomi islam
institut bisnis dan informatika kesatuan,manajemen,999.0,manajemen
universitas slamet riyadi,manajemen,999.0,manajemen
universitas sriwijaya,manajemen,999.0,manajemen
sekolah tinggi ilmu manajemen ykpn yogyakarta,manajemen,999.0,manajemen
universitas jember,perpajakan,999.0,perpajakan
universitas mpu tantular,akuntansi,999.0,akuntansi
universitas islam negeri sunan ampel,akuntansi,999.0,akuntansi
iain palopo,akuntansi syariah,999.0,akuntansi syariah
universitas antakusuma,ekonomi pembangunan,999.0,ekonomi pembangunan
universitas bhamada slawi,kewirausahaan,999.0,kewirausahaan
universitas nuku,akuntansi,999.0,akuntansi
institut teknologi dan bisnis karya pembangunan papua,kewirausahaan,999.0,kewirausahaan
universitas nurul hasanah kutacane,kewirausahaan,999.0,kewirausahaan
universitas yayasan pendidikan imam bonjol majalengka,perdagangan internasional,999.0,perdagangan internasional
politeknik piksi input serang,bisnis digital,999.0,bisnis digital
politeknik digital boash indonesia,bisnis dan manajemen ritel,999.0,bisnis dan manajemen ritel
universitas papua,kewirausahaan,999.0,kewirausahaan
politeknik cendana,akuntansi perpajakan,999.0,akuntansi perpajakan
stai alazhary cianjur,ekonomi syariah,999.0,ekonomi syariah
politeknik negeri ujung pandang,administrasi perkantoran digital,999.0,administrasi perkantoran digital
politeknik negeri pontianak,akuntansi perpajakan,999.0,akuntansi perpajakan
politeknik pengadaan nasional,bisnis digital,999.0,bisnis digital
politeknik pengadaan nasional,manajemen kontrak pemerintah,999.0,manajemen kontrak pemerintah
universitas wirahusada medan,manajemen,999.0,manajemen
institut sains dan bisnis internasional singkawang,manajemen bisnis internasional,999.0,manajemen bisnis internasional
universitas muhammadiyah metro,kewirausahaan,999.0,kewirausahaan
sekolah tinggi agama islam raudhatul ulum,manajemen bisnis syariah,999.0,manajemen bisnis syariah
sekolah tinggi agama islam nasyatul mutaallimin,ekonomi syariah,999.0,ekonomi syariah
universitas muhammadiyah semarang,kebidanan,999.0,kebidanan
sekolah tinggi ilmu kesehatan kesosi,teknologi laboratorium medis,999.0,teknologi laboratorium medis
sekolah tinggi ilmu kesehatan banten,keperawatan,999.0,keperawatan
universitas islam negeri sjech m djamil djambek bukittinggi,hukum tatanegara,999.0,hukum tatanegara
universitas islam negeri mataram,pariwisata syariah,999.0,pariwisata syariah
universitas islam negeri mataram,bimbingan konseling islam,999.0,bimbingan konseling islam
universitas islam negeri mataram,manajemen dakwah,999.0,manajemen dakwah
universitas bhakti asih tangerang,hukum,999.0,hukum
universitas muhammadiyah kendari,psikologi islam,999.0,psikologi islam
universitas teknologi yogyakarta,sastra inggris,999.0,sastra inggris
universitas islam negeri imam bonjol padang,sejarah peradaban islam,999.0,sejarah peradaban islam
universitas islam negeri profesor kiai haji saifuddin zuhri purwokerto,perbandingan madzhab,999.0,perbandingan madzhab
politeknik negeri semarang,teknologi rekayasa elektronika,999.0,teknologi rekayasa elektronika
institut teknologi dan bisnis indragiri,agribisnis,999.0,agribisnis
politeknik penerbangan indonesia curug,penerangan aeronautika,999.0,penerangan aeronautika
universitas islam madura,agrobisnis perikanan,999.0,agrobisnis perikanan
universitas sains islam al mawaddah warrahmah kolaka,hukum keluarga islam,999.0,hukum keluarga islam
akademi maritim indonesia aipi,nautika,999.0,nautika
universitas islam negeri raden fatah palembang,studi agamaagama,999.0,studi agamaagama
politeknik negeri sriwijaya,manajemen agribisnis,999.0,manajemen agribisnis
sekolah tinggi ilmu pelayaran jakarta,nautika,999.0,nautika
sekolah tinggi ilmu pelayaran jakarta,ketatalaksanaan angkutan laut dan kepelabuhanan,999.0,ketatalaksanaan angkutan laut dan kepelabuhanan
institut agama kristen negeri manado,pariwisata budaya dan agama,999.0,pariwisata budaya dan agama
sekolah tinggi ilmu syariah alsyaikh abdul wahid baubau,hukum keluarga islam,999.0,hukum keluarga islam
institut seni indonesia padang panjang,studi humanitas,999.0,studi humanitas
universitas muhammadiyah jember,agribisnis,999.0,agribisnis
universitas katolik santo agustinus hippo,agribisnis,999.0,agribisnis
politeknik jatiluhur,usaha perjalanan wisata,999.0,usaha perjalanan wisata
universitas satya wiyata mandala,budidaya perairan,999.0,budidaya perairan
stai ddi kota makassar,hukum keluarga,999.0,hukum keluarga
stis kebumen jawa tengah,ahwal alsyakhshiyyah,999.0,ahwal alsyakhshiyyah
universitas riau indonesia,administrasi negara,999.0,administrasi negara
universitas sam ratulangi,peternakan,999.0,peternakan
universitas bina mandiri gorontalo,promosi kesehatan,999.0,promosi kesehatan
institut sains teknologi dan kesehatan aisyiyah kendari,kimia,999.0,kimia
sekolah tinggi ilmu kesehatan as syifa,kebidanan,999.0,kebidanan
universitas terbuka,akuntansi keuangan publik,999.0,akuntansi keuangan publik
universitas musi rawas,bisnis digital,999.0,bisnis digital
universitas syiah kuala,akuntansi perpajakan,23.0,akuntansi perpajakan
universitas nahdlatul ulama kalimantan barat,manajemen,999.0,manajemen
institut teknologi dan bisnis ahmad dahlan,akuntansi,999.0,akuntansi
universitas dayanu ikhsanuddin,manajemen,999.0,manajemen
sekolah tinggi ilmu kesehatan santa elisabeth medan,fisioterapi,999.0,fisioterapi
universitas muhammadiyah gresik,teknologi laboratorium medis,999.0,teknologi laboratorium medis
universitas muhammadiyah banjarmasin,keperawatan anestesiologi,999.0,keperawatan anestesiologi
universitas tadulako,pendidikan guru sekolah dasar,999.0,pendidikan guru sekolah dasar
universitas jenderal soedirman,pendidikan bahasa indonesia,999.0,pendidikan bahasa indonesia
universitas mataram,pendidikan fisika,999.0,pendidikan fisika
universitas mataram,pendidikan biologi,999.0,pendidikan biologi
institut agama islam annawawi purworejo,pendidikan bahasa arab,999.0,pendidikan bahasa arab
universitas islam negeri fatmawati sukarno bengkulu,tadris bahasa indonesia,999.0,tadris bahasa indonesia
universitas citra bangsa,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
sekolah tinggi ilmu tarbiyah lakbok,manajemen pendidikan islam,999.0,manajemen pendidikan islam
institut keguruan dan ilmu pendidikan siliwangi,pendidikan bahasa dan sastra indonesia,999.0,pendidikan bahasa dan sastra indonesia
universitas muhammadiyah surabaya,pendidikan biologi,999.0,pendidikan biologi
institut agama islam negeri madura,bimbingan dan konseling pendidikan islam,999.0,bimbingan dan konseling pendidikan islam
universitas negeri surabaya,pendidikan ilmu pengetahuan sosial,999.0,pendidikan ilmu pengetahuan sosial
universitas islam negeri sultan aji muhammad idris samarinda,pendidikan agama islam,999.0,pendidikan agama islam
universitas banten jaya,pendidikan akuntansi,999.0,pendidikan akuntansi
universitas islam negeri siber syekh nurjati cirebon,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
universitas nahdlatul ulama kalimantan barat,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
universitas lancang kuning,pendidikan vokasional teknologi otomotif,999.0,pendidikan vokasional teknologi otomotif
sekolah tinggi ilmu tarbiyah misbahul ulum gumawang belitang oku timur,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
universitas muslim nusantara alwashliyah,pendidikan matematika,999.0,pendidikan matematika
universitas pejuang republik indonesia,pendidikan pancasila dan kewarganegaraan,999.0,pendidikan pancasila dan kewarganegaraan
universitas widya dharma,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
institut al azhar menganti gresik,pendidikan agama islam,999.0,pendidikan agama islam
universitas borneo tarakan,bimbingan dan konseling,999.0,bimbingan dan konseling
universitas sebelas maret,pendidikan pancasila dan kewarganegaraan,13.0,pendidikan pancasila dan kewarganegaraan
sekolah tinggi teologi sangkakala jakarta,pendidikan agama kristen,999.0,pendidikan agama kristen
sekolah tinggi keguruan dan ilmu pendidikan ypup makassar,pendidikan matematika,999.0,pendidikan matematika
universitas merangin,pendidikan guru pendidikan anak usia dini,999.0,pendidikan guru pendidikan anak usia dini
universitas hamzanwadi,pendidikan informatika,999.0,pendidikan informatika
universitas muhammadiyah surabaya,pendidikan guru pendidikan anak usia dini,999.0,pendidikan guru pendidikan anak usia dini
sekolah tinggi agama islam darul hikmah aceh barat,pendidikan islam anak usia dini,999.0,pendidikan islam anak usia dini
universitas mataram,pendidikan matematika,999.0,pendidikan matematika
institut agama islam hamzanwadi nw lombok timur,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
sekolah tinggi ilmu tarbiyah palapa nusantara lombok nusa tenggara barat,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
universitas muhammadiyah luwuk,pendidikan biologi,999.0,pendidikan biologi
sekolah tinggi agama islam nur el ghazy bekasi,pendidikan agama islam,999.0,pendidikan agama islam
sekolah tinggi filsafat theologia jaffray,pendidikan agama kristen,999.0,pendidikan agama kristen
sekolah tinggi keguruan dan ilmu pendidikan pelita nusantara buton,pendidikan geografi,999.0,pendidikan geografi
universitas islam makassar,pendidikan guru pendidikan anak usia dini,999.0,pendidikan guru pendidikan anak usia dini
universitas nahdlatul wathan mataram,pendidikan ekonomi,999.0,pendidikan ekonomi
universitas muhammadiyah palopo,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
universitas doktor husni ingratubun tual,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
universitas lancang kuning,pendidikan khusus,999.0,pendidikan khusus
universitas mataram,pendidikan kimia,999.0,pendidikan kimia
universitas tanjungpura,pendidikan kimia,999.0,pendidikan kimia
sekolah tinggi agama islam syubbanul wathon magelang,manajemen pendidikan islam,999.0,manajemen pendidikan islam
universitas banten jaya,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
universitas almuslim,pendidikan bahasa indonesia,999.0,pendidikan bahasa indonesia
universitas halu oleo,pendidikan fisika,999.0,pendidikan fisika
universitas islam negeri siber syekh nurjati cirebon,tadris matematika,999.0,tadris matematika
universitas pohuwato,pendidikan matematika,999.0,pendidikan matematika
sekolah tinggi keguruan dan ilmu pendidikan muhammadiyah sungai penuh,pendidikan bahasa indonesia,999.0,pendidikan bahasa indonesia
institut agama islam alkhairat pamekasan jawa timur,pendidikan agama islam,999.0,pendidikan agama islam
universitas audi indonesia,pendidikan guru sekolah dasar,999.0,pendidikan guru sekolah dasar
universitas islam negeri sultan syarif kasim riau,pendidikan kimia,999.0,pendidikan kimia
universitas islam negeri fatmawati sukarno bengkulu,tadris ilmu pengetahuan alam,999.0,tadris ilmu pengetahuan alam
universitas islam negeri siber syekh nurjati cirebon,manajemen pendidikan islam,999.0,manajemen pendidikan islam
sekolah tinggi agama islam nurul falah airmolek,pendidikan agama islam,999.0,pendidikan agama islam
universitas islam negeri siber syekh nurjati cirebon,tadris biologi,999.0,tadris biologi
universitas pgri argopuro jember,pendidikan ekonomi,999.0,pendidikan ekonomi
universitas muhammadiyah lampung,pendidikan matematika,999.0,pendidikan matematika
universitas islam negeri maulana malik ibrahim,pendidikan bahasa arab,999.0,pendidikan bahasa arab
institut agama islam cirebon,pendidikan agama islam,999.0,pendidikan agama islam
sekolah tinggi ilmu tarbiyah alfalah rimbo bujang,manajemen pendidikan islam,999.0,manajemen pendidikan islam
institut teknologi bandung,perencanaan wilayah dan kota,3.0,perencanaan wilayah dan kota
universitas islam indonesia,ilmu komunikasi,25.0,ilmu komunikasi
politeknik kesehatan wira husada nusantara malang,farmasi,999.0,farmasi
politeknik kesehatan wira husada nusantara malang,manajemen informasi kesehatan,999.0,manajemen informasi kesehatan
universitas cipta mandiri,teknik elektro,999.0,teknik elektro
politeknik jatiluhur,akuntansi perpajakan,999.0,akuntansi perpajakan
politeknik jatiluhur,bisnis digital,999.0,bisnis digital
universitas pgri delta,sistem informasi,999.0,sistem informasi
universitas pgri delta,informatika,999.0,informatika
institut agama kristen negeri tarutung,teknologi informasi,999.0,teknologi informasi
politeknik nsc surabaya,teknologi komputer,999.0,teknologi komputer
sekolah tinggi ilmu kesehatan bethesda tomohon,keperawatan,999.0,keperawatan
politeknik kesehatan yrsu dr rusdi,analis kesehatan,999.0,analis kesehatan
politeknik kesehatan yrsu dr rusdi,fisioterapi,999.0,fisioterapi
politeknik kesehatan kementerian kesehatan mamuju,kebidanan,999.0,kebidanan
institut kesehatan dan teknologi graha medika,farmasi,999.0,farmasi
institut ilmu kesehatan dan teknologi muhammadiyah palembang,keperawatan,999.0,keperawatan
institut ilmu kesehatan dan teknologi muhammadiyah palembang,kebidanan,999.0,kebidanan
institut teknologi dan sains nahdlatul ulama pekalongan,kriya batik,999.0,kriya batik
universitas negeri manado,geografi,999.0,geografi
universitas islam negeri sultan syarif kasim riau,studi agamaagama,999.0,studi agamaagama
sekolah tinggi teologi moriah tangerang,teologi,999.0,teologi
stai bumi silampari lubuk linggau,komunikasi dan penyiaran islam,999.0,komunikasi dan penyiaran islam
akademi militer magelang,manajemen pertahanan,999.0,manajemen pertahanan
universitas indonesia,sastra jepang,1.0,sastra jepang
politeknik pariwisata makassar,divisi kamar,999.0,divisi kamar
universitas tanjungpura,ilmu pemerintahan,999.0,ilmu pemerintahan
universitas islam negeri sumatera utara medan,hukum pidana islam,999.0,hukum pidana islam
akademi militer magelang,administrasi pertahanan,999.0,administrasi pertahanan
politeknik pariwisata nhi bandung,destinasi pariwisata,999.0,destinasi pariwisata
