Universitas,Prodi,Jenjang,Status
Universitas Nahdlatul Ulama Surakarta,Ekonomi Syariah,S1,06
Universitas Pesantren Tinggi Darul Ulum,Ilmu Administrasi Niaga,S1,07
Universitas Sains Dan Teknologi Jayapura,Teknik Lingkungan,S1,14
Universitas Pembangunan Nasional Veteran Jakarta,Teknik Informatika,S1,PTN
Politeknik Negeri Bali,Teknik Sipil,D-III,PTN
STMIK Time,Teknik Informatika,S1,01
Universitas Kristen Papua Sorong,Teologi,S1,14
Universitas Pattimura,Pendidikan Bahasa Jerman,S1,PTN
Universitas Tamansiswa,Teknik Sipil,S1,02
Universitas Papua,Ekowisata,D-III,PTN
Universitas Ibrahimy Sukorejo Situbondo,Manajemen Dan Bisnis Syariah,S1,07
STKIP PGRI Sukabumi,Pendidikan Ekonomi,S1,04
Universitas Samawa,Teknik Sipil,S1,08
Universitas Pamulang,Akuntansi,D-III,04
Politeknik Negeri Padang,Administrasi Bisnis,D-III,PTN
Universitas Bengkulu,Pendidikan Matematika,S1,PTN
IKIP Gunung Sitoli,Pendidikan Ekonomi,S1,01
Universitas Bengkulu,Ilmu Kelautan,S1,PTN
Universitas Tarumanagara,Perencanaan Wilayah Dan Kota,S1,03
Institut Teknologi Harapan Bangsa,Sistem Informasi,S1,04
STAI Persis Garut,Pendidikan Agama Islam,S1,PTAS
Universitas Muhammadiyah Surakarta,Hukum Ekonomi Syari`ah (Mu`amalah),S1,06
IAIN Purwokerto,Hukum Ekonomi Syariah (Muamalah),S2,PTAN
Universitas Islam Negeri Raden Fatah Palembang,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN
Universitas Islam Negeri Mataram,Ilmu Falak,S1,PTAN
Universitas Pradita,Desain Komunikasi Visual,S1,03
Sekolah Tinggi Pendidikan Islam (STPI) Bina Insan Mulia Yogyakarta,Pendidikan Islam Anak Usia Dini,S1,PTAS
Politeknik Pertanian Yasanto,Budidaya Tanaman Pangan,D-III,14
Universitas Indonesia,Profesi Arsitek,Profesi,PTN
Universitas Kristen Immanuel,Informatika,S1,05
Institut Manajemen Koperasi Indonesia,Ekonomi Syariah,S1,04
Universitas Gadjah Mada,Doktor Ilmu Teknik Pertanian,S3,PTN
Universitas Brawijaya,Profesi Akuntan,Profesi,PTN
Universitas Bina Nusantara,Statistika,S1,03
Universitas Nasional,Sastra Inggris,S1,03
Sekolah Tinggi Ilmu Ekonomi Sabang,Akuntansi,S1,13
IKIP PGRI Bojonegoro,Pendidikan Bahasa Inggris,S1,07
Universitas Mochammad Sroedji,Manajemen,S1,07
Universitas Tulungagung,Agribisnis,S1,07
STKIP PGRI Sumatera Barat,Pendidikan Biologi,S1,10
STKIP PGRI Sumatera Barat,Pendidikan Ekonomi,S1,10
STKIP PGRI Sumatera Barat,Pendidikan Bahasa Inggris,S1,10
STAINU Kotabumi Lampung Utara,Pendidikan Bahasa Arab,S1,PTAS
Universitas Teknologi Sulawesi Utara,Ekonomi Pembangunan,S1,16
Universitas Dharmas Indonesia,Pendidikan Bahasa Indonesia,S1,10
Universitas Islam Sumatera Utara,Pendidikan Fisika,S1,01
Universitas Negeri Malang,Teknik Elektro,S2,PTN
Universitas Pattimura,Penyuluhan Pertanian,S1,PTN
Universitas Muhammadiyah Jember,Ekonomi Syariah,S1,07
Universitas Palangka Raya,Fisika,S1,PTN
Universitas Muhammadiyah Tangerang,Pariwisata,S1,04
S.T. Manajemen Bisnis Multi Sarana Manajemen Administrasi Dan Rekayasa Teknologi,Akuntansi,S1,01
Universitas Tadulako,Teknik Sipil Kampus Kab Tojo Una-una,S1,PTN
Universitas Hasanuddin,Ilmu Peternakan,S3,PTN
Institut Agama Islam Negeri Curup,Tadris Bahasa Indonesia,S1,PTAN
Universitas Jenderal Achmad Yani,Ilmu Hukum,S1,04
Universitas Papua,Sumber Daya Akuatik,S2,PTN
Universitas Muhammadiyah Jakarta,Pendidikan Olahraga,S1,03
Universitas Negeri Malang,Teknik Industri,S1,PTN
Universitas Madako Tolitoli,Budidaya Perairan,S1,16
Institut Bisnis Nusantara,Bahasa Inggris,S1,03
Universitas Persada Indonesia Yai,Teknik Sipil,S2,03
Universitas Padjadjaran,Teknologi Agroindustri,S2,PTN
Politeknik Kelautan Dan Perikanan Pangandaran,Pengolahan Hasil Laut,D-III,PTKL
Sekolah Tinggi Ilmu Ekonomi YKPN,Manajemen,S2,05
Universitas Graha Nusantara,Pendidikan Sejarah,S1,01
Sekolah Tinggi Ilmu Ekonomi Al-Anwar,Akuntansi,S1,07
Universitas HKBP Nommensen Pematangsiantar,Pendidikan Biologi,S1,01
Universitas Prof Dr Hazairin SH,Administrasi Publik,S1,02
Universitas Muhammadiyah Prof Dr Hamka,Manajemen,S2,03
STAI Al-Muhammad Cepu,Perbankan Syari'ah,S1,PTAS
Universitas Islam Negeri Mataram,Komunikasi Dan Penyiaran Islam,S1,PTAN
Universitas Doktor Nugroho Magetan,Pendidikan Khusus,S1,07
STIT Sunan Giri Trenggalek,Pendidikan Agama Islam,S1,PTAS
Sekolah Tinggi Agama Islam Aceh Tamiang,Hukum Ekonomi Syariah (Muamalah),S1,PTAS
STKIP PGRI Sidoarjo,Pendidikan Bahasa Inggris,S2,07
Universitas Islam Negeri Sultan Syarif Kasim,Pendidikan Islam Anak Usia Dini,S1,PTAN
Sekolah Tinggi Kesenian Wilwatikta,Seni Rupa Murni,S1,07
Akademi Maritim Suaka Bahari,Nautika,D-III,04
IAIN Palopo,Pendidikan Islam Anak Usia Dini,S1,PTAN
Universitas Muhammadiyah Pekajangan Pekalongan,Manajemen,S1,06
STAI Ash-Shiddiqiyah Lempuing Jaya OKI,Manajemen Pendidikan Islam,S1,PTAS
Universitas WR Supratman,Ilmu Administrasi,S2,07
Universitas Bojonegoro,Ekonomi Pembangunan,S1,07
Universitas Dharmas Indonesia,Hukum,S1,10
STAI Haji Agus Salim Cikarang Bekasi,Hukum Ekonomi Syariah (Muamalah),S1,PTAS
STKIP Nias Selatan,Pendidikan Matematika,S1,01
Universitas 17 Agustus 1945 Samarinda,Kehutanan,S1,11
Sekolah Tinggi Keguruan Dan Ilmu Pendidikan PGRI Pacitan,Pendidikan Matematika,S1,07
Universitas Nusa Bangsa,Agribisnis,S1,04
Institut Teknologi Bandung,Pengajaran Fisika,S2,PTN
Universitas Muhammadiyah Tapanuli Selatan,Pendidikan Matematika,S1,01
Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Subang,Pendidikan Matematika,S1,04
Institut Teknologi Bandung,Pengelolaan Infrastruktur Air Bersih Dan Sanitasi,S2,PTN
Universitas Pembangunan Nasional Veteran Jakarta,Manajemen Informatika,D-III,PTN
Institut Manajemen Wiyata Indonesia,Akuntansi,S1,04
Universitas Halu Oleo,Pendidikan Ekonomi,S1,PTN
Sekolah Tinggi Ilmu Administrasi Saumlaki,Ilmu Administrasi Negara,S1,12
Universitas Teknologi Sumbawa,Teknik Elektro,S1,08
Politeknik Elbajo Commodus,Perhotelan,D-III,15
Universitas Negeri Medan,Pendidikan Ilmu Pengetahuan Alam,S1,PTN
Universitas Tamansiswa,Agribisnis,S1,10
Universitas Islam Makassar,Ekonomi Syariah,S1,09
Universitas Palangka Raya,Pendidikan Luar Sekolah,S1,PTN
Sekolah Tinggi Agama Islam Muhammadiyah Klaten,Pendidikan Agama Islam,S1,PTAS
Universitas Dr. Soetomo,Ilmu Hukum,S2,07
Universitas Padjadjaran,Ilmu Manajemen,S3,PTN
Universitas Gadjah Mada,Kesehatan Hewan,D-III,PTN
Institut Agama Islam Sultan Muhammad Syafiuddin Sambas,Pendidikan Agama Islam,S2,PTAS
Universitas Sebelas Maret,Teknik Kimia,S1,PTN
Universitas Tidar,Teknik Elektro,S1,PTN
Universitas Al Washliyah,Teknik Informatika,S1,01
Universitas Tidar,Pendidikan Biologi,S1,PTN
Universitas Selamat Sri,Akuntansi,S1,06
Universitas Islam Riau,"Pendidikan Jasmani, Kesehatan & Rekreasi",S1,17
Politeknik Unggul LP3M,Komputerisasi Akuntansi,D-III,01
Universitas Islam As-syafiiyah,Teknik Mesin,S1,03
Universitas Mitra Karya,Manajemen Informatika,D-III,04
Institut Teknologi Dan Sains Nahdlatul Ulama Pasuruan,Desain Komunikasi Visual,S1,07
Universitas Simalungun,Akuntansi,S1,01
Politeknik Ahli Usaha Perikanan,Teknologi Pengelolaan Sumberdaya Perairan,D-IV,PTKL
Universitas Dumoga Kotamobagu,Agroteknologi,S1,16
Universitas Kristen Wira Wacana Sumba,Pendidikan Biologi,S1,15
Institut Pertanian Bogor,Teknik Dan Manajemen Lingkungan,D-III,PTN
Universitas Negeri Padang,Desain Komunikasi Visual,S1,PTN
Universitas Serang Raya,Sistem Komputer,S1,04
IAIN Ambon,Hukum Pidana Islam (Jinayah),S1,PTAN
Institut Pertanian Intan,Kehutanan,S1,05
Universitas Negeri Surabaya,Pendidikan Teknologi Informasi,S1,PTN
Universitas Nusa Cendana,Sosiologi,S1,PTN
Universitas Hindu Indonesia,Pendidikan Seni Tari Keagamaan Hindu,S1,08
AMIK Pakarti Luhur,Komputerisasi Akuntansi,D-III,04
STAIN Tengku Dirundeng Meulaboh,Perbankan Syariah,S1,PTAN
Universitas Subang,Agroteknologi,S1,04
Universitas Kristen Surakarta,Manajemen,S1,06
Universitas Islam Al-Ihya Kuningan,Pendidikan Guru Madrasah Ibtidaiyah,S1,04
Institut Agama Islam (IAI) Pangeran Diponegoro Nganjuk,Pendidikan Islam Anak Usia Dini,S1,PTAS
Institut Bio Scientia Internasional Indonesia,Pangan Dan Nutrisi,S1,03
Politeknik Negeri Manado,Teknik Informatika,D-IV,PTN
Sekolah Tinggi Ilmu Ekonomi Perbanas Surabaya,Manajemen,S2,07
Universitas Binawan,Manajemen,S1,03
Universitas Islam Bandung,Ekonomi Syariah,S2,04
Institut Agama Islam Negeri Curup,Tadris Matematika,S1,PTAN
Universitas Borneo Tarakan,Teknologi Hasil Perikanan,S1,PTN
STKIP Kusumanegara,Pendidikan Guru Sekolah Dasar,S1,03
Institut Agama Islam Negeri Palu,Hukum Keluarga (Ahwal Al-syakhshiyyah),S2,PTAN
STIT Al-Qur`an Al-Ittifaqiah (STITQI) Ogan Ilir Sumatera Selatan,Pendidikan Agama Islam,S1,PTAS
Universitas Pembangunan Panca Budi,Manajemen,S2,01
STAI Ma`had `Ali Cirebon,Hukum Ekonomi Syariah (Muamalah),S1,PTAS
STKIP Hatta Sjahrir,Pendidikan Matematika,S1,12
Institut Agama Islam Al-Khoziny,Manajemen Pendidikan Islam,S2,PTAS
Universitas Karimun,Ilmu Administrasi Negara,S1,17
Universitas Muhammadiyah Pare-pare,Peternakan,S1,09
Institut Manajemen Wiyata Indonesia,Desain Grafis,S1,04
Universitas Tadulako,Pendidikan Profesi Guru,Profesi,PTN
Universitas Brawijaya,Agribisnis (Kampus Kota Kediri),S1,PTN
Politeknik IT&B Medan,Manajemen Perpajakan,D-III,01
Universitas PGRI Palembang,Pendidikan Fisika,S1,02
Universitas Riau Kepulauan,Pendidikan Bahasa Inggris,S1,17
Universitas Cordova,Pemanfaatan Sumber Daya Perikanan,S1,08
Sekolah Tinggi Ilmu Ekonomi Widya Persada,Akuntansi,D-III,03
Akademi Teknik Adikarya,Teknik Elektronika,D-III,10
Universitas Katolik Indonesia Santu Paulus Ruteng,Pendidikan Teologi,S1,15
Sekolah Tinggi Ilmu Tarbiyah Al-Quraniyah Manna,Pendidikan Agama Islam,S1,PTAS
Universitas Hindu Negeri I Gusti Bagus Sugriwa Denpasar,Dharma Acarya (Ilmu Pendidikan Agama Hindu),S2,PTAN
Institut Teknologi Perusahaan Listrik Negara,Teknik Elektro,S2,03
"STAI Pancawahana (STAIPANA) Bangil, Pasuruan",Pendidikan Agama Islam,S1,PTAS
Universitas Islam Negeri Sunan Kalijaga,Manajemen Keuangan Syari'ah,S1,PTAN
Sekolah Tinggi Ilmu Ekonomi Dharma Putra,Akuntansi,D-III,06
Universitas Muhammadiyah Riau,Pendidikan IPA,S1,17
IAIN Bukittinggi,Sosiologi Agama,S1,PTAN
IAIN Salatiga,Bahasa Dan Sastra Arab,S1,PTAN
Institut Agama Islam Almuslim Aceh,Pendidikan Bahasa Arab,S1,PTAS
Institut Agama Islam Negeri Kudus,Tasawuf Dan Psikoterapi,S1,PTAN
Institut Agama Islam Negeri Batusangkar,Hukum Keluarga (Ahwal Al-syakhshiyyah),S2,PTAN
Institut Agama Islam Negeri Batusangkar,Bimbingan Dan Konseling Pendidikan Islam,S2,PTAN
IAIN Bengkulu,Pendidikan Islam Anak Usia Dini,S1,PTAN
STAIN Gajah Putih Takengon Aceh Tengah,Hukum Tatanegara (Siyasah),S1,PTAN
Universitas Islam Negeri Alauddin,Teknik Informatika,S1,PTAN
IAIN Kendari,Pendidikan Agama Islam,S1,PTAN
STAI Al-Hamidiyah Bangkalan,Pendidikan Agama Islam,S1,PTAS
Universitas Islam Negeri Sumatera Utara Medan,Sejarah Peradaban Islam,S1,PTAN
Institut Agama Islam Negeri Palu,Komunikasi Dan Penyiaran Islam,S1,PTAN
IAIN Ambon,Bimbingan Dan Konseling Islam,S1,PTAN
Universitas Islam Negeri Raden Fatah Palembang,Bahasa Dan Sastra Arab,S1,PTAN
Institut Agama Islam Negeri Metro,Pendidikan Bahasa Arab,S2,PTAN
Sekolah Tinggi Teologi Baptis Bandung,Pendidikan Agama Kristen,S1,PTAS
Sekolah Tinggi Diakones HKBP Balige,Pastoral Konseling,S1,PTAS
Universitas Islam Negeri Sunan Ampel,Pendidikan Ilmu Pengetahuan Alam,S1,PTAN
Universitas Islam Negeri Sultan Syarif Kasim,Pendidikan Geografi,S1,PTAN
Institut Agama Islam Sunan Giri Bojonegoro,Pendidikan Agama Islam,S1,PTAS
Universitas 17 Agustus 1945 Banyuwangi,Hukum,S1,07
Institut Teknologi Indonesia,Teknologi Industri Pertanian,S1,03
Universitas Mercu Buana Yogyakarta,Psikologi,S1,05
Universitas Muhammadiyah Gresik,Psikologi,S1,07
Universitas Muhammadiyah Gresik,Teknik Elektro,S1,07
Universitas Pembangunan Nasional Veteran Jakarta,Manajemen,S1,PTN
STKIP PGRI Jombang,Pendidikan Bahasa Inggris,S1,07
Universitas Serang Raya,Akuntansi,D-III,04
Universitas Serang Raya,Komputerisasi Akuntansi,D-III,04
Sekolah Tinggi Ilmu Tarbiyah Al-Marhalah Al-Ulya Bekasi,Pendidikan Agama Islam,S1,PTAS
Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Nurul Huda,Pendidikan Bahasa Inggris,S1,02
Sekolah Tinggi Ilmu Tarbiyah Darul Fatah,Pendidikan Agama Islam,S1,PTAS
Institut Agama Islam Negeri Sultan Amai Gorontalo,Pendidikan Bahasa Arab,S1,PTAN
Sekolah Tinggi Teknologi Angkatan Laut,Hidro Oseanografi,D-III,PTKL
Sekolah Tinggi Teknologi Angkatan Laut,Hidrografi,S1,PTKL
Sekolah Tinggi Teknologi Angkatan Laut,Teknik Manajemen Industri,S1,PTKL
Sekolah Tinggi Teknologi Angkatan Laut,Analisis Sistem Dan Riset Operasi,S2,PTKL
Sekolah Tinggi Ilmu Ekonomi Balikpapan,Akuntansi,S1,11
Universitas Teuku Umar Meulaboh,Ilmu Administrasi Negara,S1,PTN
Universitas Teuku Umar Meulaboh,Ilmu Komunikasi,S1,PTN
Universitas Muhammadiyah Sukabumi,Pendidikan Biologi,S1,04
Institut Agama Islam Negeri Bengkulu,Ahwal Al-Syakhshiyah,S2,PTAN
Universitas Lambung Mangkurat,Teknik Lingkungan,S1,PTN
Universitas Palangka Raya,Agroteknologi,S1,PTN
Universitas Palangka Raya,Ilmu Hukum,S1,PTN
Universitas Mataram,Akuntansi,D-III,PTN
Politeknik Negeri Jember,Manajemen Agribisnis,D-III,PTN
Institut Teknologi Sepuluh Nopember,Teknik Sipil,D-III,PTN
Universitas Tadulako,Teknik Listrik,D-III,PTN
Universitas Negeri Gorontalo,Teknik Geologi,S1,PTN
Universitas Negeri Gorontalo,"Pendidikan Jasmani, Kesehatan Dan Rekreasi",S1,PTN
Universitas Negeri Manado,Ilmu Hukum,S1,PTN
Institut Agama Islam Negeri Tulungagung,Filsafat Agama,S1,PTAN
Institut Keguruan Dan Ilmu Pendidikan PGRI Pontianak,Pendidikan Sejarah,S1,11
Universitas Islam Negeri Raden Fatah,Perbankan Syariah,D-III,PTAN
Institut Agama Islam Negeri Purwokerto,Pendidikan Bahasa Arab,S1,PTAN
Universitas Maarif Hasyim Latif,Teknik Industri,S1,07
Universitas Bengkulu,Pendidikan Guru Pendidikan Anak Usia Dini,S1,PTN
Universitas Negeri Manado,Pendidikan Teknologi Informasi Dan Komunikasi,S1,PTN
Sekolah Tinggi Agama Islam Luqman Al-Hakim Surabaya,Komunikasi Dan Penyiaran Islam,S1,PTAS
Sekolah Tinggi Agama Islam Nida El Adabi Parung Panjang Bogor,Hukum Ekonomi Syari`ah (Mu`amalah),S1,PTAS
Sekolah Tinggi Agama Buddha Dharma Widya,Dharma Acarya,S1,PTAS
Sekolah Tinggi Keguruan Ilmu Pendidikan Adzkia,Pendidikan Guru Sekolah Dasar,S1,10
Sekolah Tinggi Ilmu Ekonomi Purna Graha,Akuntansi,S1,17
Sekolah Tinggi Ilmu Tarbiyah PGRI Pasuruan,Pendidikan Agama Islam,S1,PTAS
Universitas Bina Sarana Informatika,Sistem Informasi Kampus Kabupaten Banyumas,D-III,03
Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Kuningan,Pendidikan Guru Pendidikan Anak Usia Dini,S1,04
Institut Agama Islam Negeri Palu,Ekonomi Syari`ah,S1,PTAN
Politeknik Keselamatan Transportasi Jalan,Teknik Keselamatan Otomotif,D-IV,PTKL
Universitas Muhammadiyah Sidoarjo,Teknologi Hasil Pertanian,S1,07
Universitas Muhammadiyah Jember,Psikologi,S1,07
Universitas Madura,Akuntansi,S1,07
Universitas Madura,Pendidikan Bahasa Inggris,S1,07
Universitas Islam Lamongan,Akuntansi,S1,07
Universitas Dr. Soetomo,Akuntansi,S1,07
Universitas Dr. Soetomo,Agrobisnis Perikanan,S1,07
Politeknik Indonusa Surakarta,Perhotelan,D-III,06
Universitas Widya Kartika,Teknik Sipil,S1,07
Sekolah Tinggi Ilmu Ekonomi Pontianak,Manajemen,S1,11
Sekolah Tinggi Teknik Surabaya,Teknik Elektro,S1,07
Sekolah Tinggi Ilmu Ekonomi Yadika Bangil,Manajemen,S1,07
Sekolah Tinggi Filsafat Teologi Widya Sasana,Filsafat Agama Kristen,S1,07
Universitas WR Supratman,Manajemen,S1,07
Universitas WR Supratman,Pendidikan Guru Sekolah Dasar,S1,07
Universitas Wijaya Kusuma Surabaya,Teknologi Industri Pertanian,S1,07
Sekolah Tinggi Ilmu Ekonomi Adi Unggul Bhirawa,Manajemen,S1,06
Universitas Muhammadiyah Jakarta,Pendidikan Guru Madrasah Ibtidaiyah,S1,03
Universitas Budi Luhur,Ilmu Komunikasi,S1,03
Universitas Azzahra,Komunikasi Dan Penyiaran Islam,S1,03
Institut Keguruan Dan Ilmu Pendidikan PGRI Wates,Bimbingan Dan Konseling,S1,05
Universitas Teknologi Yogyakarta,Bahasa Jepang,D-III,05
Universitas Cokroaminoto Yogyakarta,Ilmu Hukum,S1,05
Universitas Atma Jaya Yogyakarta,Arsitektur,S2,05
Institut Ilmu Sosial Dan Ilmu Politik Jakarta,Ilmu Kesejahteraan Sosial,S1,03
Universitas Veteran Bangun Nusantara,Pendidikan Guru Sekolah Dasar,S1,06
Universitas Pekalongan,Pendidikan Matematika,S1,06
Universitas Pakuan,Teknik Sipil,S1,04
Sekolah Tinggi Manajemen Informatika Dan Komputer Jayakarta,Teknik Informatika,S1,03
Politeknik Pertanian Negeri Payakumbuh,Pengelolaan Agribisnis,D-IV,PTN
Politeknik Pertanian Negeri Payakumbuh,Tata Air Pertanian,D-III,PTN
Politeknik Pertanian Negeri Payakumbuh,Teknologi Pangan,D-III,PTN
Politeknik Negeri Medan,Teknik Konversi Energi,D-III,PTN
Universitas Sisingamangaraja XII Tapanuli Utara,Manajemen,S1,01
Universitas Jambi,Ilmu Hukum,S1,PTN
Universitas Bengkulu,Bimbingan Dan Konseling,S1,PTN
Universitas Sebelas Maret,"Pendidikan Jasmani, Kesehatan Dan Rekreasi",S1,PTN
Universitas Negeri Semarang,Sastra Indonesia,S1,PTN
Universitas Negeri Jakarta,Pendidikan Bahasa Arab,S1,PTN
Universitas Lampung,Teknik Kimia,S1,PTN
Universitas Sriwijaya,Pendidikan Bahasa,S2,PTN
Universitas Sriwijaya,Teknologi Pendidikan,S2,PTN
Universitas HKBP Nommensen,Psikologi,S1,01
Universitas Pasir Pengaraian Pekanbaru,Agribisnis,S1,17
Sekolah Tinggi Ilmu Ekonomi Indragiri Rengat,Manajemen,S1,10
Universitas Lancang Kuning,Sastra Indonesia,S1,17
Universitas Islam Riau,Psikologi,S1,17
Universitas Islam Riau,Kriminologi,S1,17
Sekolah Tinggi Pembangunan Masyarakat Santa Ursula,Ilmu Sosiatri,S1,15
Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Bima,Pendidikan Sosiologi,S1,08
Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Bina Bangsa Getsempena,Pendidikan Matematika,S1,13
STKIP PGRI Bandar Lampung,Pendidikan Sejarah,S1,02
Universitas Pasir Pengaraian Pekanbaru,Pendidikan Matematika,S1,17
Universitas Pasir Pengaraian Pekanbaru,Teknik Mesin,S1,17
Sekolah Tinggi Ilmu Ekonomi APRIN,Manajemen,S1,02
Universitas Kader Bangsa,Pendidikan Olah Raga,S1,02
Institut Agama Islam Negeri Batusangkar,Hukum Ekonomi Syari`ah (Mu`amalah),S2,PTAN
Institut Teknologi Padang,Teknik Informatika,S1,10
Universitas Muhammadiyah Buton,Ilmu Hukum,S1,09
Universitas Dayanu Ikhsanuddin,Pendidikan Sejarah,S1,09
Universitas Dayanu Ikhsanuddin,Ilmu Hukum,S1,09
Universitas Pasir Pengaraian Pekanbaru,Akuntansi,S1,17
Universitas Pasir Pengaraian Pekanbaru,Teknik Sipil,S1,17
Universitas Muhammadiyah Metro,Pendidikan Biologi,S1,02
Universitas Mahakarya Asia,Manajemen,S1,05
Politeknik Pertanian Negeri Payakumbuh,Teknologi Mekanisasi Pertanian,D-III,PTN
Universitas Bengkulu,Hukum,S1,PTN
Universitas Bengkulu,Pendidikan Jasmani,S1,PTN
Institut Agama Islam Negeri Curup,Perbankan Syariah,S1,PTAN
Institut Agama Islam Negeri Syaikh Abdurrahman Siddik Bangka Belitung,Pendidikan Agama Islam,S1,PTAN
Universitas Jenderal Soedirman,Informatika,S1,PTN
Universitas Kristen Papua,Hukum,S1,14
Universitas Islam Negeri Sunan Ampel,Hukum,S1,PTAN
Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Budi Daya Binjai,Pendidikan Bahasa Inggris,S1,01
"STIT Darul Ulum, Sarolangun, Jambi",Pendidikan Islam Anak Usia Dini,S1,PTAS
Institut Ilmu Keislaman Zainul Hasan Genggong,Ilmu Tasawuf,S1,PTAS
Universitas Islam Indonesia,Profesi Arsitek,Profesi,05
STT Sola Fide,Teologi (Akademik),S1,PTAS
STMIK AKAKOM,Informatika,S1,05
Politeknik Elbajo Commodus,Ekowisata,D-III,15
Universitas Islam Negeri Raden Fatah Palembang,Ekonomi Syariah,S2,PTAN
Universitas Islam Negeri Raden Fatah Palembang,Bimbingan Penyuluhan Islam,S1,PTAN
Universitas Muslim Indonesia,Pendidikan Bahasa Arab,S1,09
"STAI Nahdlatul Ulama (STAINU), Temanggung, Jawa Tengah",Pendidikan Agama Islam,S1,PTAS
Institut Agama Islam An Nur Lampung,Manajemen Pendidikan Islam,S2,PTAS
